latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-2.4633,112.8881,323,4.2,1.9,2023-10-02,0545,Aqua,MODIS,77,61.03,287.9,120.2,D,0
-2.4684,112.8512,315.7,4.2,1.9,2023-10-02,0545,Aqua,MODIS,66,61.03,287.8,69,D,0
-2.3195,114.0655,325.9,3.3,1.7,2023-10-02,0545,Aqua,MODIS,74,61.03,295.3,88.1,D,0
-1.1253,122.15,314.3,1,1,2023-10-02,0545,Aqua,MODIS,34,61.03,296.6,7.3,D,0
-1.1266,122.1412,325,1,1,2023-10-02,0545,Aqua,MODIS,73,61.03,297.3,17.8,D,0
-2.4756,112.8824,323.6,4.2,1.9,2023-10-02,0545,Aqua,MODIS,77,61.03,287.9,123,D,0
-2.4588,112.88,315.1,4.2,1.9,2023-10-02,0545,Aqua,MODIS,34,61.03,287.6,57.8,D,0
-2.2981,113.4261,314.9,3.8,1.8,2023-10-02,0545,Aqua,MODIS,0,61.03,293.9,45.5,D,0
-1.0317,121.8494,317.9,1,1,2023-10-02,0545,Aqua,MODIS,21,61.03,299.5,8,D,0
-2.1111,114.238,310.5,3.2,1.7,2023-10-02,0545,Aqua,MODIS,44,61.03,289.8,26.9,D,0
-2.1573,113.7927,312.2,3.5,1.8,2023-10-02,0545,Aqua,MODIS,33,61.03,291.7,27.1,D,0
-0.8195,123.0547,314.3,1,1,2023-10-02,0545,Aqua,MODIS,61,61.03,297.4,6,D,0
-0.9877,121.8911,315.8,1,1,2023-10-02,0545,Aqua,MODIS,47,61.03,296.1,6.4,D,0
-0.989,121.8822,322,1,1,2023-10-02,0545,Aqua,MODIS,65,61.03,296.9,12.2,D,0
-2.1222,113.8427,314,3.4,1.7,2023-10-02,0545,Aqua,MODIS,45,61.03,293.2,36.6,D,0
-2.2247,113.127,326.8,3.9,1.8,2023-10-02,0545,Aqua,MODIS,81,61.03,288.9,146.9,D,0
-2.036,113.7007,314.6,3.5,1.8,2023-10-02,0545,Aqua,MODIS,66,61.03,291.7,47.1,D,0
-1.9156,114.111,317.2,3.3,1.7,2023-10-02,0545,Aqua,MODIS,40,61.03,294.4,47.5,D,0
-2.0257,113.692,313.9,3.5,1.8,2023-10-02,0545,Aqua,MODIS,60,61.03,290.8,40.3,D,0
-1.6228,116.3101,316.3,2.1,1.4,2023-10-02,0545,Aqua,MODIS,52,61.03,292.8,19.9,D,0
-1.9137,114.1328,316.9,3.2,1.7,2023-10-02,0545,Aqua,MODIS,71,61.03,293.1,47.7,D,0
-1.963,113.4556,312,3.7,1.8,2023-10-02,0545,Aqua,MODIS,53,61.03,290.4,37.1,D,0
-1.4962,116.2871,314.3,2.1,1.4,2023-10-02,0545,Aqua,MODIS,67,61.03,293.6,21.8,D,0
-1.9002,113.3757,311.7,3.7,1.8,2023-10-02,0545,Aqua,MODIS,0,61.03,290.9,33.8,D,0
-1.8915,113.2044,315.5,3.8,1.8,2023-10-02,0545,Aqua,MODIS,69,61.03,290.7,50.7,D,0
-1.8918,113.367,313.8,3.7,1.8,2023-10-02,0545,Aqua,MODIS,46,61.03,291.2,39.9,D,0
-1.9004,113.1981,315.9,3.8,1.8,2023-10-02,0545,Aqua,MODIS,70,61.03,290.7,53.3,D,0
-1.821,113.2896,311.1,3.8,1.8,2023-10-02,0545,Aqua,MODIS,43,61.03,289.8,28.4,D,0
-1.7679,113.3157,311.3,3.8,1.8,2023-10-02,0545,Aqua,MODIS,0,61.03,289,30.1,D,0
-1.7605,113.3104,311.8,3.8,1.8,2023-10-02,0545,Aqua,MODIS,46,61.03,289.3,35.4,D,0
-1.696,113.3013,309.9,3.8,1.8,2023-10-02,0545,Aqua,MODIS,41,61.03,287.9,28.3,D,0
-1.7039,113.2955,313.1,3.8,1.8,2023-10-02,0545,Aqua,MODIS,47,61.03,288.5,44.7,D,0
-1.1686,116.559,312.4,2,1.4,2023-10-02,0545,Aqua,MODIS,64,61.03,291.5,15.5,D,0
-1.6145,113.1118,348.9,3.9,1.8,2023-10-02,0545,Aqua,MODIS,95,61.03,292,384.8,D,0
-1.6193,113.0774,328.3,3.9,1.8,2023-10-02,0545,Aqua,MODIS,83,61.03,290,153.1,D,0
-1.6245,113.1085,325.9,3.9,1.8,2023-10-02,0545,Aqua,MODIS,82,61.03,291.6,126.6,D,0
-1.6082,113.1063,344,3.9,1.8,2023-10-02,0545,Aqua,MODIS,93,61.03,291.1,317.9,D,0
-1.6132,113.0719,318.9,3.9,1.8,2023-10-02,0545,Aqua,MODIS,75,61.03,288.2,82.5,D,0
-1.4785,113.5544,313.8,3.6,1.8,2023-10-02,0545,Aqua,MODIS,68,61.03,285.6,49.4,D,0
-1.4683,113.5459,311.4,3.6,1.8,2023-10-02,0545,Aqua,MODIS,64,61.03,285.1,36.2,D,0
-0.0977,114.0665,310.5,3.1,1.7,2023-10-02,0546,Aqua,MODIS,65,61.03,288.7,31.9,D,0
-0.0936,114.0935,322.9,3,1.7,2023-10-02,0546,Aqua,MODIS,80,61.03,289.7,86.2,D,0
-0.0981,114.0729,318.4,3.1,1.7,2023-10-02,0546,Aqua,MODIS,68,61.03,288.9,58.9,D,0
0.3833,123.9827,311,1.1,1,2023-10-02,0546,Aqua,MODIS,34,61.03,295.2,3.8,D,0
-0.737,114.8775,311.5,2.7,1.6,2023-10-02,0546,Aqua,MODIS,59,61.03,288.8,28.9,D,0
-0.5573,114.7986,355.9,2.7,1.6,2023-10-02,0546,Aqua,MODIS,98,61.03,286.6,309.4,D,0
-0.5607,114.7746,317.6,2.7,1.6,2023-10-02,0546,Aqua,MODIS,75,61.03,286.5,49.1,D,0
-0.5491,114.8146,317.5,2.7,1.6,2023-10-02,0546,Aqua,MODIS,75,61.03,286,48.6,D,0
-0.5526,114.791,350.5,2.7,1.6,2023-10-02,0546,Aqua,MODIS,96,61.03,286,255.6,D,0
-0.1954,116.6062,306.2,1.9,1.4,2023-10-02,0546,Aqua,MODIS,43,61.03,278.2,11.8,D,0
0.4687,121.1365,311.5,1,1,2023-10-02,0546,Aqua,MODIS,48,61.03,294.1,4.6,D,0
0.4674,121.1274,315.9,1,1,2023-10-02,0546,Aqua,MODIS,65,61.03,294.3,8.4,D,0
0.4722,121.034,319.6,1,1,2023-10-02,0546,Aqua,MODIS,72,61.03,297.7,7.9,D,0
0.4709,121.0249,317.5,1,1,2023-10-02,0546,Aqua,MODIS,64,61.03,296.7,5.8,D,0
-0.4221,114.7674,313.2,2.7,1.6,2023-10-02,0546,Aqua,MODIS,69,61.03,291.7,30.6,D,0
-0.224,114.9675,315.7,2.6,1.6,2023-10-02,0546,Aqua,MODIS,0,61.03,283.6,45.5,D,0
-0.2483,114.8025,319.8,2.7,1.6,2023-10-02,0546,Aqua,MODIS,77,61.03,286.4,60.1,D,0
-0.2518,114.7791,313.1,2.7,1.6,2023-10-02,0546,Aqua,MODIS,68,61.03,286.7,35,D,0
0.0426,116.6917,312.9,1.9,1.3,2023-10-02,0546,Aqua,MODIS,42,61.03,287.5,18.9,D,0
0.0402,116.6751,310.3,1.9,1.3,2023-10-02,0546,Aqua,MODIS,31,61.03,285.8,15.4,D,0
0.5855,120.3524,345.4,1.1,1,2023-10-02,0546,Aqua,MODIS,93,61.03,293.2,54.6,D,0
0.5841,120.3429,311.9,1.1,1,2023-10-02,0546,Aqua,MODIS,62,61.03,291.8,7.6,D,0
0.7769,120.7223,316.2,1,1,2023-10-02,0546,Aqua,MODIS,70,61.03,294.2,10.4,D,0
-0.0941,114.1006,317,3,1.7,2023-10-02,0546,Aqua,MODIS,59,61.03,289.6,51.7,D,0
2.5371,117.4778,301.5,1.5,1.2,2023-10-02,0546,Aqua,MODIS,47,61.03,273.9,6.5,D,0
2.2461,117.7038,305.4,1.5,1.2,2023-10-02,0546,Aqua,MODIS,59,61.03,279.6,8.3,D,0
2.2548,117.9095,308.9,1.4,1.2,2023-10-02,0546,Aqua,MODIS,65,61.03,287.5,7,D,0
2.0387,117.5128,304,1.5,1.2,2023-10-02,0546,Aqua,MODIS,54,61.03,275.2,8.3,D,0
1.7785,117.8684,314.7,1.4,1.2,2023-10-02,0546,Aqua,MODIS,74,61.03,289.8,14.4,D,0
1.6735,117.9298,322.9,1.4,1.2,2023-10-02,0546,Aqua,MODIS,81,61.03,284.1,28.9,D,0
1.3499,117.2249,309.6,1.6,1.3,2023-10-02,0546,Aqua,MODIS,65,61.03,286.2,11.8,D,0
0.6097,115.9901,303,2.1,1.4,2023-10-02,0546,Aqua,MODIS,35,61.03,277.3,11.4,D,0
0.4501,116.2519,322.7,2,1.4,2023-10-02,0546,Aqua,MODIS,75,61.03,274.6,52.7,D,0
0.4526,116.2697,309.5,2,1.4,2023-10-02,0546,Aqua,MODIS,59,61.03,276.4,20.6,D,0
-3.5868,104.6377,320.7,2.2,1.4,2023-10-02,0723,Aqua,MODIS,69,61.03,292.4,32.6,D,0
-3.4631,104.8547,320,2.3,1.5,2023-10-02,0723,Aqua,MODIS,48,61.03,298.3,24.7,D,0
-3.5733,104.6508,368.2,2.2,1.5,2023-10-02,0723,Aqua,MODIS,100,61.03,294.3,329.1,D,0
-2.9623,105.1029,316,2.5,1.5,2023-10-02,0723,Aqua,MODIS,37,61.03,293.4,26.6,D,0
-2.9559,105.0965,316.1,2.5,1.5,2023-10-02,0723,Aqua,MODIS,60,61.03,293.2,27.9,D,0
-2.9526,105.1187,314.7,2.5,1.5,2023-10-02,0723,Aqua,MODIS,51,61.03,293.6,23.8,D,0
0.1986,102.8656,308.3,1.9,1.3,2023-10-02,0724,Aqua,MODIS,37,61.03,279.6,12.2,D,0
0.0223,101.9591,313,1.6,1.2,2023-10-02,0724,Aqua,MODIS,0,61.03,286.4,11.3,D,0
-2.1608,100.9589,316.6,1.3,1.1,2023-10-02,0724,Aqua,MODIS,67,61.03,282.1,15.6,D,0
-2.1841,101.0083,318,1.3,1.1,2023-10-02,0724,Aqua,MODIS,56,61.03,279.3,18.5,D,0
-2.1757,100.9269,309.3,1.3,1.1,2023-10-02,0724,Aqua,MODIS,17,61.03,281,7.7,D,0
1.3558,101.8938,310.2,1.7,1.3,2023-10-02,0724,Aqua,MODIS,12,61.03,283.1,12.1,D,0
0.5955,102.0288,318.6,1.6,1.3,2023-10-02,0724,Aqua,MODIS,47,61.03,292.3,19,D,0
0.6064,102.1022,318.8,1.7,1.3,2023-10-02,0724,Aqua,MODIS,36,61.03,294.7,18.4,D,0
0.2284,101.7966,311.7,1.6,1.2,2023-10-02,0724,Aqua,MODIS,62,61.03,285.8,12.6,D,0
0.2304,101.8105,311.9,1.6,1.2,2023-10-02,0724,Aqua,MODIS,59,61.03,286.3,12.5,D,0
-7.5471,138.6478,326.5,3,1.7,2023-10-02,1322,Terra,MODIS,100,61.03,290.1,119,N,0
-7.5424,138.669,320.8,3,1.7,2023-10-02,1322,Terra,MODIS,100,61.03,290,89.6,N,0
-7.5467,138.6422,319.9,3,1.7,2023-10-02,1322,Terra,MODIS,99,61.03,290,84.3,N,0
-7.5427,138.6746,311.6,3,1.7,2023-10-02,1322,Terra,MODIS,83,61.03,289.9,48.9,N,0
1.4916,127.6328,311,1,1,2023-10-02,1325,Terra,MODIS,73,61.03,290.8,10,N,1
-7.6119,111.181,308.6,1.8,1.3,2023-10-02,1501,Terra,MODIS,75,61.03,280,27.1,N,0
-7.5403,110.444,311.2,1.6,1.2,2023-10-02,1501,Terra,MODIS,82,61.03,284.3,26.4,N,1
-2.4626,112.8836,307.6,3.1,1.7,2023-10-02,1502,Terra,MODIS,72,61.03,283.2,41.4,N,0
-6.0085,105.9768,306.9,1,1,2023-10-02,1502,Terra,MODIS,50,61.03,289.3,6.7,N,0
-4.8403,105.5116,311.3,1,1,2023-10-02,1502,Terra,MODIS,82,61.03,286.4,9.9,N,0
-4.8415,105.5028,306,1,1,2023-10-02,1502,Terra,MODIS,66,61.03,286.4,6.3,N,0
-4.6955,104.7674,303.2,1,1,2023-10-02,1502,Terra,MODIS,54,61.03,288.3,4.9,N,0
-3.3043,112.7402,301,2.9,1.6,2023-10-02,1502,Terra,MODIS,32,61.03,286.1,16.5,N,0
-3.3794,111.8447,301.6,2.4,1.5,2023-10-02,1502,Terra,MODIS,42,61.03,270.5,21.5,N,0
-3.0149,113.9479,312.6,3.6,1.8,2023-10-02,1502,Terra,MODIS,85,61.03,283,77.8,N,0
-3.0199,113.916,300.9,3.6,1.8,2023-10-02,1502,Terra,MODIS,35,61.03,282,28.4,N,0
-2.9991,113.9454,313,3.6,1.8,2023-10-02,1502,Terra,MODIS,86,61.03,283.2,77.5,N,0
-3.0219,113.9436,300.1,3.6,1.8,2023-10-02,1502,Terra,MODIS,16,61.03,282.5,25.9,N,0
-3.006,113.9411,322.9,3.6,1.8,2023-10-02,1502,Terra,MODIS,100,61.03,283.5,137.1,N,0
-4.2277,105.219,318.4,1,1,2023-10-02,1502,Terra,MODIS,97,61.03,271.2,17.7,N,0
-2.688,114.08,302.9,3.8,1.8,2023-10-02,1502,Terra,MODIS,41,61.03,284,31.9,N,0
-2.6801,114.0718,304.3,3.8,1.8,2023-10-02,1502,Terra,MODIS,59,61.03,283.8,40.2,N,0
-2.5453,114.6237,309.3,4.2,1.9,2023-10-02,1502,Terra,MODIS,77,61.03,286.8,65.5,N,0
-2.551,114.587,318.9,4.2,1.9,2023-10-02,1502,Terra,MODIS,98,61.03,287.9,124.7,N,0
-2.5581,114.6204,301.7,4.2,1.9,2023-10-02,1502,Terra,MODIS,43,61.03,286.4,32.2,N,0
-2.5635,114.5836,305,4.2,1.9,2023-10-02,1502,Terra,MODIS,62,61.03,287.7,45.3,N,0
-2.5413,114.6177,313.7,4.2,1.9,2023-10-02,1502,Terra,MODIS,88,61.03,287.2,92.1,N,0
-2.5468,114.581,313.1,4.2,1.9,2023-10-02,1502,Terra,MODIS,86,61.03,287.7,85.8,N,0
-2.4909,114.3881,301.8,4,1.9,2023-10-02,1502,Terra,MODIS,16,61.03,287.1,26.9,N,0
-3.9887,103.8277,301.8,1,1,2023-10-02,1502,Terra,MODIS,44,61.03,290.6,3.7,N,0
-3.6137,105.784,309.8,1,1,2023-10-02,1502,Terra,MODIS,78,61.03,287.1,8.4,N,0
-3.6123,105.7289,307.8,1,1,2023-10-02,1502,Terra,MODIS,73,61.03,283.8,8.1,N,0
-2.651,112.0545,300.7,2.6,1.6,2023-10-02,1502,Terra,MODIS,9,61.03,284,15.2,N,0
-2.3346,114.1667,306,3.9,1.8,2023-10-02,1502,Terra,MODIS,67,61.03,286.7,48.8,N,0
-2.6448,112.0469,304.9,2.6,1.6,2023-10-02,1502,Terra,MODIS,62,61.03,284.1,26.8,N,0
-2.4747,112.8033,302.4,3,1.7,2023-10-02,1502,Terra,MODIS,49,61.03,280.8,25.9,N,0
-2.4625,112.878,305.2,3.1,1.7,2023-10-02,1502,Terra,MODIS,34,61.03,283.2,30.8,N,0
-3.6086,104.7663,302.7,1,1,2023-10-02,1502,Terra,MODIS,51,61.03,270.1,6.7,N,0
-3.6099,104.7575,304,1,1,2023-10-02,1502,Terra,MODIS,58,61.03,270.7,7.7,N,0
-2.2663,114.0126,302.9,3.8,1.8,2023-10-02,1502,Terra,MODIS,52,61.03,285.8,32.2,N,0
-3.7204,103.6388,306.8,1.1,1,2023-10-02,1502,Terra,MODIS,69,61.03,294.1,5.9,N,0
-3.5702,104.6524,316.5,1,1,2023-10-02,1502,Terra,MODIS,93,61.03,271.4,15.7,N,0
-3.5613,104.6511,322.6,1,1,2023-10-02,1502,Terra,MODIS,100,61.03,270.8,21.2,N,0
-2.6095,111.0265,301.8,2.2,1.4,2023-10-02,1502,Terra,MODIS,39,61.03,282.8,16.6,N,0
-3.2383,106.0288,316.3,1,1,2023-10-02,1502,Terra,MODIS,93,61.03,287.9,14,N,0
-3.2396,106.0197,309.1,1,1,2023-10-02,1502,Terra,MODIS,76,61.03,286.8,8.1,N,0
-3.3622,105.0167,318.6,1,1,2023-10-02,1502,Terra,MODIS,97,61.03,272.3,17,N,0
-3.3634,105.0079,308.6,1,1,2023-10-02,1502,Terra,MODIS,29,61.03,270.5,8.9,N,0
-3.3173,105.2719,322.5,1,1,2023-10-02,1502,Terra,MODIS,92,61.03,268.6,0,N,0
-2.2278,112.7213,305,3,1.6,2023-10-02,1502,Terra,MODIS,62,61.03,286.3,30.8,N,0
-3.3444,105.0142,322.5,1,1,2023-10-02,1502,Terra,MODIS,88,61.03,271,19.9,N,0
-3.3265,104.9485,305.7,1,1,2023-10-02,1502,Terra,MODIS,65,61.03,269.7,8.1,N,0
-3.3277,104.9397,301.2,1,1,2023-10-02,1502,Terra,MODIS,39,61.03,269.6,5.5,N,0
-2.0176,113.6953,300,3.6,1.8,2023-10-02,1502,Terra,MODIS,7,61.03,285.8,19.1,N,0
-2.0243,113.6893,301.2,3.6,1.8,2023-10-02,1502,Terra,MODIS,38,61.03,285.9,25.7,N,0
-2.154,112.7035,309.7,3,1.6,2023-10-02,1502,Terra,MODIS,78,61.03,286.7,46.2,N,0
-2.1579,112.6771,307.4,3,1.6,2023-10-02,1502,Terra,MODIS,71,61.03,287.1,38.2,N,0
-3.2966,104.568,303,1,1,2023-10-02,1502,Terra,MODIS,53,61.03,270.7,6.9,N,0
-3.195,104.7013,305,1,1,2023-10-02,1502,Terra,MODIS,57,61.03,268.3,7.4,N,0
-1.6577,115.0707,304.3,4.7,2,2023-10-02,1502,Terra,MODIS,60,61.03,285.3,56.5,N,0
-1.6578,115.0637,302.4,4.7,2,2023-10-02,1502,Terra,MODIS,49,61.03,285.3,46.7,N,0
-3.069,104.1538,300.5,1,1,2023-10-02,1503,Terra,MODIS,28,61.03,280.4,3.8,N,0
-3.0006,104.5802,300.1,1,1,2023-10-02,1503,Terra,MODIS,15,61.03,275,4.5,N,0
-3.0184,104.3773,301,1,1,2023-10-02,1503,Terra,MODIS,36,61.03,274.9,4.9,N,0
-3.0523,104.1359,314.1,1,1,2023-10-02,1503,Terra,MODIS,89,61.03,281.3,13.1,N,0
-2.9644,104.5688,303.9,1,1,2023-10-02,1503,Terra,MODIS,58,61.03,273.3,6.6,N,0
-1.6079,113.0996,304.2,3.3,1.7,2023-10-02,1503,Terra,MODIS,59,61.03,286.8,29.2,N,0
-1.6107,113.0935,302.1,3.3,1.7,2023-10-02,1503,Terra,MODIS,34,61.03,286.9,21,N,0
-1.7107,110.2953,302.5,2,1.4,2023-10-02,1503,Terra,MODIS,49,61.03,282.6,13.9,N,0
-1.7133,110.2781,302.5,2,1.4,2023-10-02,1503,Terra,MODIS,49,61.03,282.7,13.7,N,0
-1.7066,110.289,310.2,2,1.4,2023-10-02,1503,Terra,MODIS,79,61.03,283.2,27.4,N,0
-1.6522,110.0737,330.4,1.9,1.3,2023-10-02,1503,Terra,MODIS,100,61.03,287.6,73,N,0
-1.6546,110.0572,306.4,1.9,1.3,2023-10-02,1503,Terra,MODIS,68,61.03,285.6,15.8,N,0
-1.6584,110.0679,303.7,1.9,1.3,2023-10-02,1503,Terra,MODIS,57,61.03,285.8,12.8,N,0
-2.643,103.0504,306.3,1.1,1,2023-10-02,1503,Terra,MODIS,68,61.03,294.1,6.4,N,0
-1.6441,110.0828,311.9,1.9,1.3,2023-10-02,1503,Terra,MODIS,84,61.03,286.7,25.8,N,0
-1.6465,110.0662,328.2,1.9,1.3,2023-10-02,1503,Terra,MODIS,100,61.03,287.5,65.3,N,0
-1.5846,110.074,302.7,1.9,1.3,2023-10-02,1503,Terra,MODIS,51,61.03,285.8,11.5,N,0
-2.4029,104.3079,325.2,1,1,2023-10-02,1503,Terra,MODIS,100,61.03,287.2,21.1,N,0
-2.3834,104.3084,321.7,1,1,2023-10-02,1503,Terra,MODIS,27,61.03,287,16,N,0
-2.3846,104.2995,330.3,1,1,2023-10-02,1503,Terra,MODIS,90,61.03,288.3,26.9,N,0
-2.4796,103.226,309.2,1.1,1,2023-10-02,1503,Terra,MODIS,77,61.03,291.8,8.4,N,0
-0.2853,101.9373,306.4,1.2,1.1,2023-10-02,1503,Terra,MODIS,68,61.03,292.1,6.6,N,0
-0.9185,101.6613,305.6,1.2,1.1,2023-10-02,1503,Terra,MODIS,65,61.03,292.6,5.9,N,0
-1.151,102.7828,310.9,1.1,1,2023-10-02,1503,Terra,MODIS,81,61.03,292.7,9.9,N,0
-2.2363,100.9914,301.4,1.4,1.2,2023-10-02,1503,Terra,MODIS,28,61.03,282.4,7.4,N,0
-2.2786,103.4145,302.7,1.1,1,2023-10-02,1503,Terra,MODIS,49,61.03,291.5,3.7,N,0
-2.2916,103.4541,327.5,1,1,2023-10-02,1503,Terra,MODIS,100,61.03,291.6,25.8,N,0
-2.2903,103.4633,307.4,1,1,2023-10-02,1503,Terra,MODIS,71,61.03,290.6,6.7,N,0
-2.4809,103.2166,302.6,1.1,1,2023-10-02,1503,Terra,MODIS,50,61.03,291.5,3.8,N,0
-7.5418,138.6645,306.3,1,1,2023-10-02,1630,Aqua,MODIS,68,61.03,291.5,6.5,N,0
1.0715,117.1055,327.1,1,1,2023-10-02,1806,Aqua,MODIS,100,61.03,290.7,24.2,N,0
0.0543,116.6857,305.6,1,1,2023-10-02,1806,Aqua,MODIS,64,61.03,293.2,5.2,N,0
-2.6596,112.1973,303.6,1.5,1.2,2023-10-02,1807,Aqua,MODIS,52,61.03,289.5,9.3,N,0
-2.9197,113.8033,301,1.2,1.1,2023-10-02,1807,Aqua,MODIS,36,61.03,290.3,4.6,N,0
-3.0854,114.9195,301,1.1,1,2023-10-02,1807,Aqua,MODIS,36,61.03,290.9,3.7,N,0
-2.9376,113.8364,301.5,1.2,1.1,2023-10-02,1807,Aqua,MODIS,42,61.03,290.1,5,N,0
-3.1102,114.9093,304.1,1.1,1,2023-10-02,1807,Aqua,MODIS,58,61.03,291.5,5.7,N,0
-2.993,113.944,323.6,1.2,1.1,2023-10-02,1807,Aqua,MODIS,100,61.03,291.5,26.1,N,0
-2.9946,113.9542,314.9,1.2,1.1,2023-10-02,1807,Aqua,MODIS,90,61.03,290.5,16.1,N,0
-3.0026,113.9426,335.6,1.2,1.1,2023-10-02,1807,Aqua,MODIS,100,61.03,292.5,45,N,0
-3.0041,113.9528,338.8,1.2,1.1,2023-10-02,1807,Aqua,MODIS,100,61.03,293.3,51.3,N,0
-3.0121,113.9412,331.5,1.2,1.1,2023-10-02,1807,Aqua,MODIS,100,61.03,290.9,38.1,N,0
-3.0136,113.9514,332.2,1.2,1.1,2023-10-02,1807,Aqua,MODIS,100,61.03,291.3,39.5,N,0
-3.1093,114.0352,301.8,1.1,1.1,2023-10-02,1807,Aqua,MODIS,44,61.03,288.7,4.9,N,0
-3.0046,113.1345,300.4,1.3,1.1,2023-10-02,1807,Aqua,MODIS,19,61.03,290.3,4.5,N,0
-2.8944,112.2903,301.5,1.5,1.2,2023-10-02,1807,Aqua,MODIS,26,61.03,290,6.6,N,0
-3.1499,113.6968,310,1.2,1.1,2023-10-02,1807,Aqua,MODIS,79,61.03,289.9,11.8,N,0
-3.1515,113.7073,304.3,1.2,1.1,2023-10-02,1807,Aqua,MODIS,59,61.03,289.7,7,N,0
-3.3894,114.7355,301.4,1.1,1,2023-10-02,1807,Aqua,MODIS,12,61.03,289.3,3.9,N,0
-3.3929,114.6966,302.1,1.1,1,2023-10-02,1807,Aqua,MODIS,25,61.03,289.2,4.6,N,0
-3.3943,114.706,304.8,1.1,1,2023-10-02,1807,Aqua,MODIS,54,61.03,289.3,6.1,N,0
-3.4534,115.0392,310.3,1,1,2023-10-02,1807,Aqua,MODIS,80,61.03,290.5,8.1,N,0
-3.4548,115.0485,312.8,1,1,2023-10-02,1807,Aqua,MODIS,86,61.03,290,10.4,N,0
-3.4611,115.0289,305.7,1,1,2023-10-02,1807,Aqua,MODIS,65,61.03,290.2,5.2,N,0
-3.4625,115.0381,316.3,1,1,2023-10-02,1807,Aqua,MODIS,93,61.03,289.9,13.5,N,0
-3.4639,115.0475,332.5,1,1,2023-10-02,1807,Aqua,MODIS,100,61.03,289.9,32.2,N,0
-3.4343,114.7863,300.9,1.1,1,2023-10-02,1807,Aqua,MODIS,36,61.03,290,3.7,N,0
-3.0906,111.9359,308.5,1.5,1.2,2023-10-02,1807,Aqua,MODIS,75,61.03,289.1,17,N,0
-3.0934,111.9296,301.2,1.5,1.2,2023-10-02,1807,Aqua,MODIS,21,61.03,287.9,8,N,0
-3.0956,111.9433,308.2,1.5,1.2,2023-10-02,1807,Aqua,MODIS,74,61.03,289.1,15.8,N,0
-3.3044,112.7439,307.4,1.3,1.1,2023-10-02,1807,Aqua,MODIS,71,61.03,290.8,9.7,N,0
-1.0714,117.0685,314.4,1,1,2023-10-02,1807,Aqua,MODIS,89,61.03,291.6,12.5,N,0
-1.6506,115.0787,302.1,1.1,1,2023-10-02,1807,Aqua,MODIS,32,61.03,288.4,4.1,N,0
-1.6597,115.0773,305.2,1.1,1,2023-10-02,1807,Aqua,MODIS,63,61.03,288.5,6.4,N,0
-1.6611,115.0867,301.1,1.1,1,2023-10-02,1807,Aqua,MODIS,36,61.03,288.7,3.8,N,0
-1.4706,113.5584,301.1,1.3,1.1,2023-10-02,1807,Aqua,MODIS,38,61.03,290.3,4.8,N,0
-1.4603,113.3511,311.8,1.3,1.1,2023-10-02,1807,Aqua,MODIS,83,61.03,288,15.8,N,0
-1.5799,113.0564,302.8,1.4,1.2,2023-10-02,1807,Aqua,MODIS,51,61.03,286,8,N,0
-1.7221,113.3177,303.3,1.3,1.1,2023-10-02,1807,Aqua,MODIS,54,61.03,289.2,6.9,N,0
-1.7238,113.3292,306.1,1.3,1.1,2023-10-02,1807,Aqua,MODIS,67,61.03,289.6,9.4,N,0
-1.7339,113.3277,310.4,1.3,1.1,2023-10-02,1807,Aqua,MODIS,27,61.03,289.9,12.1,N,0
-1.7439,113.3262,315,1.3,1.1,2023-10-02,1807,Aqua,MODIS,38,61.03,290.9,16.7,N,0
-1.7436,113.3313,308.6,1.3,1.1,2023-10-02,1807,Aqua,MODIS,63,61.03,290.5,11,N,0
-1.7536,113.3298,306.7,1.3,1.1,2023-10-02,1807,Aqua,MODIS,36,61.03,290.3,9.1,N,0
-1.7807,113.3725,302.6,1.3,1.1,2023-10-02,1807,Aqua,MODIS,50,61.03,289.5,6.4,N,0
-1.914,114.1248,306.1,1.2,1.1,2023-10-02,1807,Aqua,MODIS,67,61.03,290.1,8.2,N,0
-1.9508,113.3466,300.7,1.3,1.1,2023-10-02,1807,Aqua,MODIS,32,61.03,290.3,4.7,N,0
-2.0145,113.6996,301.1,1.2,1.1,2023-10-02,1807,Aqua,MODIS,33,61.03,289.7,4.3,N,0
-2.0162,113.7103,308.7,1.2,1.1,2023-10-02,1807,Aqua,MODIS,75,61.03,289.7,10.6,N,0
-2.1011,114.2719,307.1,1.1,1.1,2023-10-02,1807,Aqua,MODIS,70,61.03,289.3,8.6,N,0
-2.0243,113.6981,305,1.2,1.1,2023-10-02,1807,Aqua,MODIS,47,61.03,289.8,7,N,0
-2.0259,113.7088,317.5,1.2,1.1,2023-10-02,1807,Aqua,MODIS,95,61.03,290.2,19.6,N,0
-2.1905,114.3755,309.7,1.1,1.1,2023-10-02,1807,Aqua,MODIS,78,61.03,288.3,11,N,0
-2.192,114.3854,317,1.1,1.1,2023-10-02,1807,Aqua,MODIS,94,61.03,288.5,17.9,N,0
-2.1191,113.8422,307.3,1.2,1.1,2023-10-02,1807,Aqua,MODIS,71,61.03,289.9,9.2,N,0
-2.1208,113.8527,307.8,1.2,1.1,2023-10-02,1807,Aqua,MODIS,73,61.03,290.9,9.7,N,0
-2.0152,113.0225,303.6,1.3,1.1,2023-10-02,1807,Aqua,MODIS,56,61.03,287.6,8.3,N,0
